Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"SOURCEBUS", 115, 1,    66395.3,   30.0,         1, 2,    66395.3,  -90.0,         1, 3,    66395.3,  150.0,         1
"680", 4.16, 1,    2401.78,    0.0,         1, 2,    2401.78, -120.0,         1, 3,    2401.78,  120.0,         1
"650", 4.16, 1,    2401.86,    0.0,         1, 2,    2401.85, -120.0,         1, 3,    2401.87,  120.0,         1
"RG60", 4.16, 1,    2341.98,    0.0,    0.9751, 2,     2371.9, -120.0,   0.98756, 3,    2327.01,  120.0,   0.96887
"633", 4.16, 1,    2543.45,   -0.1,     1.059, 2,    2460.51, -122.8,    1.0245, 3,    2553.59,  119.5,    1.0632
"634", 0.48, 1,    297.272,    1.3,    1.0727, 2,    283.905, -122.8,    1.0245, 3,    294.645,  119.5,    1.0632
"684", 4.16, 2,    2562.39, -123.2,    1.0669, 3,    2721.34,  120.5,    1.1331, 0, 0, 0, 0
"645", 4.16, 2,    2452.87, -122.9,    1.0213, 0, 0, 0, 0, 0, 0, 0, 0
"646", 4.16, 2,     2448.7, -123.1,    1.0195, 0, 0, 0, 0, 0, 0, 0, 0
"692", 4.16, 1,    2617.03,   -0.5,    1.0896, 2,    2562.39, -123.2,    1.0669, 3,     2710.5,  120.3,    1.1285
"675", 4.16, 1,    2639.11,   -0.6,    1.0988, 2,    2580.72, -123.3,    1.0745, 3,     2733.9,  120.3,    1.1383
"611", 4.16, 3,    2719.33,  120.3,    1.1322, 0, 0, 0, 0, 0, 0, 0, 0
"652", 4.16, 3,    2710.33,  120.4,    1.1285, 0, 0, 0, 0, 0, 0, 0, 0
"670", 4.16, 1,    2588.97,   -0.7,    1.0779, 2,    2511.45, -123.2,    1.0457, 3,    2629.19,  119.3,    1.0947
"671", 4.16, 1,    2617.03,   -0.5,    1.0896, 2,    2562.39, -123.2,    1.0669, 3,     2710.5,  120.3,    1.1285
"632", 4.16, 1,    2535.29,   -0.3,    1.0556, 2,    2460.51, -122.8,    1.0245, 3,    2553.59,  119.5,    1.0632
