hour, t(sec), V1, VAngle1, V2, VAngle2, I1, IAngle1, I2, IAngle2
1, 0.00000, 2368.79, 114.747, 0, 0, 20.2518, 114.744, 20.2518, -65.2564
2, 0.00000, 2366.87, 114.697, 0, 0, 21.49, 114.701, 21.49, -65.2992
3, 0.00000, 2367.87, 114.722, 0, 0, 18.735, 114.72, 18.735, -65.2798
4, 0.00000, 2368.05, 114.726, 0, 0, 18.1696, 114.726, 18.1696, -65.2739
5, 0.00000, 2361.61, 114.565, 0, 0, 18.3433, 114.566, 18.3433, -65.4336
6, 0.00000, 2359.84, 114.524, 0, 0, 19.8621, 114.528, 19.8621, -65.4723
7, 0.00000, 2331.95, 113.826, 0, 0, 29.8483, 113.827, 29.8483, -66.1728
8, 0.00000, 2331.55, 113.816, 0, 0, 31.8618, 113.817, 31.8618, -66.1833
9, 0.00000, 2307.84, 113.223, 0, 0, 44.0268, 113.223, 44.0268, -66.7767
10, 0.00000, 2315.82, 113.419, 0, 0, 37.8158, 113.416, 37.8158, -66.5838
11, 0.00000, 2325.19, 113.651, 0, 0, 26.7204, 113.648, 26.7204, -66.3523
12, 0.00000, 2326.06, 113.673, 0, 0, 25.0426, 113.673, 25.0426, -66.327
13, 0.00000, 2327.09, 113.699, 0, 0, 24.9564, 113.699, 24.9564, -66.3009
14, 0.00000, 2328.77, 113.741, 0, 0, 24.9959, 113.736, 24.9959, -66.2641
15, 0.00000, 2328.45, 113.733, 0, 0, 24.9268, 113.734, 24.9268, -66.2662
16, 0.00000, 2328.12, 113.726, 0, 0, 24.7866, 113.727, 24.7866, -66.2733
17, 0.00000, 2329.88, 113.776, 0, 0, 25.989, 113.77, 25.989, -66.23
18, 0.00000, 2330.01, 113.785, 0, 0, 31.4301, 113.785, 31.4301, -66.2147
19, 0.00000, 2324.68, 113.656, 0, 0, 43.1551, 113.657, 43.1551, -66.3427
20, 0.00000, 2324.09, 113.64, 0, 0, 45.3034, 113.641, 45.3034, -66.3587
21, 0.00000, 2329.45, 113.774, 0, 0, 47.8087, 113.772, 47.8087, -66.2282
22, 0.00000, 2332.74, 113.851, 0, 0, 46.4444, 113.85, 46.4444, -66.1498
23, 0.00000, 2349.86, 114.275, 0, 0, 35.6973, 114.27, 35.6973, -65.7299
24, 0.00000, 2362.13, 114.582, 0, 0, 22.9122, 114.578, 22.9122, -65.4217
25, 0.00000, 2365.63, 114.667, 0, 0, 18.6667, 114.666, 18.6667, -65.3337
26, 0.00000, 2366.12, 114.68, 0, 0, 17.8494, 114.678, 17.8494, -65.3217
27, 0.00000, 2367.12, 114.705, 0, 0, 16.9263, 114.702, 16.9263, -65.2979
28, 0.00000, 2367.44, 114.713, 0, 0, 17.0116, 114.712, 17.0116, -65.2875
29, 0.00000, 2340.43, 114.033, 0, 0, 17.6802, 114.034, 17.6802, -65.9661
30, 0.00000, 2332.78, 113.844, 0, 0, 21.26, 113.847, 21.26, -66.153
31, 0.00000, 2280.95, 112.211, 0, 0, 33.1809, 112.21, 33.1809, -67.7899
32, 0.00000, 2253.91, 111.557, 0, 0, 34.4315, 111.557, 34.4315, -68.4433
33, 0.00000, 2251.25, 111.489, 0, 0, 30.3659, 111.49, 30.3659, -68.5105
34, 0.00000, 2243.44, 111.3, 0, 0, 30.5712, 111.3, 30.5712, -68.6999
35, 0.00000, 2244.42, 111.322, 0, 0, 24.721, 111.323, 24.721, -68.6773
36, 0.00000, 2238.25, 111.176, 0, 0, 25.502, 111.177, 25.502, -68.8233
37, 0.00000, 2242.25, 111.272, 0, 0, 25.9501, 111.272, 25.9501, -68.728
38, 0.00000, 2237.02, 111.146, 0, 0, 24.8695, 111.137, 24.8695, -68.8629
39, 0.00000, 2237.85, 111.165, 0, 0, 24.03, 111.166, 24.03, -68.8335
40, 0.00000, 2237.12, 111.149, 0, 0, 24.2567, 111.148, 24.2567, -68.8522
41, 0.00000, 2235.28, 111.11, 0, 0, 25.3326, 111.107, 25.3326, -68.8934
42, 0.00000, 2231.73, 111.037, 0, 0, 30.9556, 111.037, 30.9556, -68.9629
43, 0.00000, 2277.9, 112.148, 0, 0, 38.7611, 112.148, 38.7611, -67.852
44, 0.00000, 2277.17, 112.129, 0, 0, 41.1241, 112.129, 41.1241, -67.8707
45, 0.00000, 2308.04, 112.882, 0, 0, 45.1231, 112.88, 45.1231, -67.1204
46, 0.00000, 2320.74, 113.189, 0, 0, 42.3023, 113.183, 42.3023, -66.817
47, 0.00000, 2355.66, 114.053, 0, 0, 30.8497, 114.051, 30.8497, -65.9486
48, 0.00000, 2366.04, 114.31, 0, 0, 21.1497, 114.305, 21.1497, -65.6946
49, 0.00000, 2369.72, 114.399, 0, 0, 18.8942, 114.398, 18.8942, -65.6024
50, 0.00000, 2371.47, 114.443, 0, 0, 18.3946, 114.437, 18.3946, -65.5633
51, 0.00000, 2373.89, 114.504, 0, 0, 17.8874, 114.495, 17.8874, -65.5049
52, 0.00000, 2373.85, 114.503, 0, 0, 18.4384, 114.503, 18.4384, -65.4966
53, 0.00000, 2346.21, 113.814, 0, 0, 19.6598, 113.815, 19.6598, -66.1849
54, 0.00000, 2337.48, 113.601, 0, 0, 23.9779, 113.605, 23.9779, -66.3953
55, 0.00000, 2271.08, 111.974, 0, 0, 35.5707, 111.974, 35.5707, -68.0263
56, 0.00000, 2244.8, 111.341, 0, 0, 35.3896, 111.306, 35.3896, -68.6942
57, 0.00000, 2243.34, 111.301, 0, 0, 31.0218, 111.301, 31.0218, -68.699
58, 0.00000, 2237.59, 111.161, 0, 0, 30.6395, 111.161, 30.6395, -68.839
59, 0.00000, 2242.85, 111.285, 0, 0, 24.3562, 111.292, 24.3562, -68.7077
60, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
61, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
62, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
63, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
64, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
65, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
66, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
67, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
68, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
69, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
70, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
71, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
72, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
73, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
74, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
75, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
76, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
77, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
78, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
79, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
80, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
81, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
82, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
83, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
84, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
85, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
86, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
87, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
88, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
89, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
90, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
91, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
92, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
93, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
94, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
95, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
96, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
97, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
98, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
99, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
100, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
101, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
102, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
103, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
104, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
105, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
106, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
107, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
108, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
109, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
110, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
111, 0.00000, 0, 0, 0, 0, 0, 0, 0, 0
