Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"SOURCEBUS", 115, 1,    66395.3,   30.0,         1, 2,    66395.3,  -90.0,         1, 3,    66395.3,  150.0,         1
"680", 4.16, 1,    2401.78,    0.0,         1, 2,    2401.77, -120.0,         1, 3,    2401.75,  120.0,   0.99999
"650", 4.16, 1,    2401.74,    0.0,   0.99998, 2,    2401.74, -120.0,   0.99999, 3,    2401.73,  120.0,   0.99998
"RG60", 4.16, 1,    2446.67,    0.0,    1.0187, 2,    2446.66, -120.0,    1.0187, 3,    2461.63,  120.0,    1.0249
"633", 4.16, 1,    2322.13,   -0.3,   0.96684, 2,    2326.18, -121.4,   0.96852, 3,    2315.42,  118.9,   0.96404
"634", 0.48, 1,    254.692,   -0.5,   0.91904, 2,    268.405, -121.4,   0.96852, 3,    267.164,  118.9,   0.96404
"684", 4.16, 2,    2332.51, -121.4,   0.97116, 3,    2170.24,  117.1,    0.9036, 0, 0, 0, 0
"645", 4.16, 2,    2313.27, -121.4,   0.96315, 0, 0, 0, 0, 0, 0, 0, 0
"646", 4.16, 2,    2306.54, -121.5,   0.96035, 0, 0, 0, 0, 0, 0, 0, 0
"692", 4.16, 1,     2344.9,   -1.4,   0.97632, 2,    2332.51, -121.4,   0.97116, 3,    2221.15,  117.5,    0.9248
"675", 4.16, 1,    2331.68,   -1.7,   0.97082, 2,    2321.61, -121.7,   0.96662, 3,    2212.08,  117.1,   0.92102
"611", 4.16, 3,    2165.63,  117.0,   0.90168, 0, 0, 0, 0, 0, 0, 0, 0
"652", 4.16, 3,    2157.98,  117.2,   0.89849, 0, 0, 0, 0, 0, 0, 0, 0
"670", 4.16, 1,    2331.43,   -0.7,   0.97071, 2,    2320.69, -121.7,   0.96624, 3,    2266.88,  118.4,   0.94383
"671", 4.16, 1,     2344.9,   -1.4,   0.97632, 2,    2332.51, -121.4,   0.97116, 3,    2221.15,  117.5,    0.9248
"632", 4.16, 1,    2341.17,   -0.4,   0.97476, 2,    2326.18, -121.4,   0.96852, 3,    2315.42,  118.9,   0.96404
