Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"SOURCEBUS", 115, 1,    66395.3,   30.0,         1, 2,    66395.3,  -90.0,         1, 3,    66395.3,  150.0,         1
"680", 4.16, 1,    2401.78,    0.0,         1, 2,    2401.77, -120.0,         1, 3,    2401.75,  120.0,   0.99999
"650", 4.16, 1,    2401.75,    0.0,   0.99999, 2,    2401.75, -120.0,   0.99999, 3,    2401.74,  120.0,   0.99998
"RG60", 4.16, 1,    2431.72,    0.0,    1.0125, 2,    2446.69, -120.0,    1.0187, 3,    2446.67,  120.0,    1.0187
"633", 4.16, 1,    2365.31,    0.9,   0.98482, 2,    2351.58, -120.9,    0.9791, 3,    2335.27,  119.3,   0.97231
"634", 0.48, 1,    263.456,    2.4,   0.95067, 2,    271.336, -120.9,    0.9791, 3,    269.454,  119.3,   0.97231
"684", 4.16, 2,    2371.36, -120.4,   0.98733, 3,    2207.99,  118.2,   0.91932, 0, 0, 0, 0
"645", 4.16, 2,    2338.67, -120.9,   0.97372, 0, 0, 0, 0, 0, 0, 0, 0
"646", 4.16, 2,    2331.86, -121.0,   0.97089, 0, 0, 0, 0, 0, 0, 0, 0
"692", 4.16, 1,    2388.05,   -0.3,   0.99428, 2,    2371.36, -120.4,   0.98733, 3,    2257.78,  118.6,   0.94005
"675", 4.16, 1,    2388.64,   -0.4,   0.99453, 2,    2372.21, -120.5,   0.98769, 3,    2259.18,  118.4,   0.94063
"611", 4.16, 3,    2203.29,  118.0,   0.91736, 0, 0, 0, 0, 0, 0, 0, 0
"652", 4.16, 3,    2195.52,  118.2,   0.91412, 0, 0, 0, 0, 0, 0, 0, 0
"670", 4.16, 1,    2371.96,    0.4,   0.98759, 2,    2354.42, -121.0,   0.98028, 3,    2298.19,  119.1,   0.95687
"671", 4.16, 1,    2388.05,   -0.3,   0.99428, 2,    2371.36, -120.4,   0.98733, 3,    2257.78,  118.6,   0.94005
"632", 4.16, 1,    2376.06,    0.6,   0.98929, 2,    2351.58, -120.9,    0.9791, 3,    2335.27,  119.3,   0.97231
