Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"SOURCEBUS", 115, 1,    66395.3,   30.0,         1, 2,    66395.3,  -90.0,         1, 3,    66395.3,  150.0,         1
"680", 4.16, 1,    2401.78,    0.0,         1, 2,    2401.78, -120.0,         1, 3,    2401.78,  120.0,         1
"650", 4.16, 1,    2401.86,    0.0,         1, 2,    2401.84, -120.0,         1, 3,    2401.81,  120.0,         1
"RG60", 4.16, 1,    2356.95,    0.0,   0.98134, 2,    2386.86, -120.0,   0.99379, 3,     2401.7,  120.0,   0.99997
"633", 4.16, 1,    2507.13,   -1.5,    1.0439, 2,    2431.49, -123.4,    1.0124, 3,    2293.75,  113.6,   0.95502
"634", 0.48, 1,    291.461,   -0.7,    1.0517, 2,    280.557, -123.4,    1.0124, 3,    264.663,  113.6,   0.95502
"684", 4.16, 2,    2476.99, -122.9,    1.0313, 3,    2245.18,  107.2,    0.9348, 0, 0, 0, 0
"645", 4.16, 2,    2423.87, -123.6,    1.0092, 0, 0, 0, 0, 0, 0, 0, 0
"646", 4.16, 2,    2419.75, -123.7,    1.0075, 0, 0, 0, 0, 0, 0, 0, 0
"692", 4.16, 1,    2649.01,   -2.3,    1.1029, 2,    2476.99, -122.9,    1.0313, 3,    2269.16,  107.9,   0.94478
"675", 4.16, 1,    2667.05,   -2.5,    1.1104, 2,    2492.57, -123.0,    1.0378, 3,     2282.3,  107.7,   0.95025
"611", 4.16, 3,    2243.04,  106.9,   0.93391, 0, 0, 0, 0, 0, 0, 0, 0
"652", 4.16, 3,    2236.09,  107.1,   0.93102, 0, 0, 0, 0, 0, 0, 0, 0
"670", 4.16, 1,    2545.18,   -2.2,    1.0597, 2,    2468.33, -124.1,    1.0277, 3,    2264.56,  111.3,   0.94287
"671", 4.16, 1,    2649.01,   -2.3,    1.1029, 2,    2476.99, -122.9,    1.0313, 3,    2269.16,  107.9,   0.94478
"632", 4.16, 1,    2502.45,   -1.6,    1.0419, 2,    2431.49, -123.4,    1.0124, 3,    2293.75,  113.6,   0.95502
