Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"SOURCEBUS", 115, 1,    66395.3,   30.0,         1, 2,    66395.3,  -90.0,         1, 3,    66395.3,  150.0,         1
"680", 4.16, 1,    2401.78,    0.0,         1, 2,    2401.78, -120.0,         1, 3,    2401.78,  120.0,         1
"650", 4.16, 1,    2401.76,    0.0,   0.99999, 2,     2401.8, -120.0,         1, 3,    2401.78,  120.0,         1
"RG60", 4.16, 1,    2401.98,    0.0,    1.0001, 2,    2401.79, -120.0,         1, 3,    2431.66,  120.0,    1.0124
"633", 4.16, 1,    2714.34,    9.2,    1.1301, 2,    2397.09, -121.5,   0.99805, 3,     2292.6,  115.4,   0.95454
"634", 0.48, 1,    338.599,   19.3,    1.2218, 2,    276.587, -121.5,   0.99805, 3,    264.531,  115.4,   0.95454
"684", 4.16, 2,    2396.09, -120.3,   0.99763, 3,    2214.17,  110.1,   0.92189, 0, 0, 0, 0
"645", 4.16, 2,    2389.49, -121.7,   0.99488, 0, 0, 0, 0, 0, 0, 0, 0
"646", 4.16, 2,    2385.42, -121.8,   0.99319, 0, 0, 0, 0, 0, 0, 0, 0
"692", 4.16, 1,     2765.9,    7.9,    1.1516, 2,    2396.09, -120.3,   0.99763, 3,    2237.79,  110.8,   0.93172
"675", 4.16, 1,    2778.32,    7.9,    1.1568, 2,    2403.28, -120.3,    1.0006, 3,    2244.13,  110.8,   0.93436
"611", 4.16, 3,    2212.06,  109.9,   0.92101, 0, 0, 0, 0, 0, 0, 0, 0
"652", 4.16, 3,    2205.21,  110.0,   0.91816, 0, 0, 0, 0, 0, 0, 0, 0
"670", 4.16, 1,    2689.03,    7.6,    1.1196, 2,    2416.12, -121.6,     1.006, 3,     2249.7,  113.8,   0.93668
"671", 4.16, 1,     2765.9,    7.9,    1.1516, 2,    2396.09, -120.3,   0.99763, 3,    2237.79,  110.8,   0.93172
"632", 4.16, 1,    2662.63,    7.6,    1.1086, 2,    2397.09, -121.5,   0.99805, 3,     2292.6,  115.4,   0.95454
