hour,t(sec),Tap(pu),Type,Name,Step_1
6,0.0,,Capacitor,moncapacitor-cap_301,1.0
7,0.0,,Capacitor,moncapacitor-cap_301,1.0
8,0.0,,Capacitor,moncapacitor-cap_301,1.0
9,0.0,,Capacitor,moncapacitor-cap_301,1.0
10,0.0,,Capacitor,moncapacitor-cap_301,1.0
11,0.0,,Capacitor,moncapacitor-cap_301,1.0
12,0.0,,Capacitor,moncapacitor-cap_301,1.0
13,0.0,,Capacitor,moncapacitor-cap_301,1.0
14,0.0,,Capacitor,moncapacitor-cap_301,1.0
15,0.0,,Capacitor,moncapacitor-cap_301,1.0
16,0.0,,Capacitor,moncapacitor-cap_301,1.0
17,0.0,,Capacitor,moncapacitor-cap_301,1.0
18,0.0,,Capacitor,moncapacitor-cap_301,1.0
19,0.0,,Capacitor,moncapacitor-cap_301,1.0
20,0.0,,Capacitor,moncapacitor-cap_301,1.0
21,0.0,,Capacitor,moncapacitor-cap_301,1.0
22,0.0,,Capacitor,moncapacitor-cap_301,1.0
23,0.0,,Capacitor,moncapacitor-cap_301,1.0
24,0.0,,Capacitor,moncapacitor-cap_301,1.0
25,0.0,,Capacitor,moncapacitor-cap_301,1.0
26,0.0,,Capacitor,moncapacitor-cap_301,1.0
27,0.0,,Capacitor,moncapacitor-cap_301,1.0
28,0.0,,Capacitor,moncapacitor-cap_301,1.0
29,0.0,,Capacitor,moncapacitor-cap_301,1.0
30,0.0,,Capacitor,moncapacitor-cap_301,1.0
31,0.0,,Capacitor,moncapacitor-cap_301,1.0
32,0.0,,Capacitor,moncapacitor-cap_301,1.0
33,0.0,,Capacitor,moncapacitor-cap_301,1.0
34,0.0,,Capacitor,moncapacitor-cap_301,1.0
35,0.0,,Capacitor,moncapacitor-cap_301,1.0
36,0.0,,Capacitor,moncapacitor-cap_301,1.0
37,0.0,,Capacitor,moncapacitor-cap_301,1.0
38,0.0,,Capacitor,moncapacitor-cap_301,1.0
39,0.0,,Capacitor,moncapacitor-cap_301,1.0
40,0.0,,Capacitor,moncapacitor-cap_301,1.0
41,0.0,,Capacitor,moncapacitor-cap_301,1.0
42,0.0,,Capacitor,moncapacitor-cap_301,1.0
43,0.0,,Capacitor,moncapacitor-cap_301,1.0
44,0.0,,Capacitor,moncapacitor-cap_301,1.0
45,0.0,,Capacitor,moncapacitor-cap_301,1.0
46,0.0,,Capacitor,moncapacitor-cap_301,1.0
47,0.0,,Capacitor,moncapacitor-cap_301,1.0
48,0.0,,Capacitor,moncapacitor-cap_301,1.0
49,0.0,,Capacitor,moncapacitor-cap_301,1.0
50,0.0,,Capacitor,moncapacitor-cap_301,1.0
51,0.0,,Capacitor,moncapacitor-cap_301,1.0
52,0.0,,Capacitor,moncapacitor-cap_301,1.0
53,0.0,,Capacitor,moncapacitor-cap_301,1.0
54,0.0,,Capacitor,moncapacitor-cap_301,1.0
55,0.0,,Capacitor,moncapacitor-cap_301,1.0
56,0.0,,Capacitor,moncapacitor-cap_301,1.0
57,0.0,,Capacitor,moncapacitor-cap_301,1.0
58,0.0,,Capacitor,moncapacitor-cap_301,1.0
59,0.0,,Capacitor,moncapacitor-cap_301,1.0
60,0.0,,Capacitor,moncapacitor-cap_301,1.0
61,0.0,,Capacitor,moncapacitor-cap_301,1.0
62,0.0,,Capacitor,moncapacitor-cap_301,1.0
63,0.0,,Capacitor,moncapacitor-cap_301,1.0
64,0.0,,Capacitor,moncapacitor-cap_301,1.0
65,0.0,,Capacitor,moncapacitor-cap_301,1.0
66,0.0,,Capacitor,moncapacitor-cap_301,1.0
67,0.0,,Capacitor,moncapacitor-cap_301,1.0
68,0.0,,Capacitor,moncapacitor-cap_301,1.0
69,0.0,,Capacitor,moncapacitor-cap_301,1.0
70,0.0,,Capacitor,moncapacitor-cap_301,1.0
71,0.0,,Capacitor,moncapacitor-cap_301,1.0
72,0.0,,Capacitor,moncapacitor-cap_301,1.0
73,0.0,,Capacitor,moncapacitor-cap_301,1.0
74,0.0,,Capacitor,moncapacitor-cap_301,1.0
75,0.0,,Capacitor,moncapacitor-cap_301,1.0
76,0.0,,Capacitor,moncapacitor-cap_301,1.0
77,0.0,,Capacitor,moncapacitor-cap_301,1.0
78,0.0,,Capacitor,moncapacitor-cap_301,1.0
79,0.0,,Capacitor,moncapacitor-cap_301,1.0
80,0.0,,Capacitor,moncapacitor-cap_301,1.0
81,0.0,,Capacitor,moncapacitor-cap_301,1.0
82,0.0,,Capacitor,moncapacitor-cap_301,1.0
83,0.0,,Capacitor,moncapacitor-cap_301,1.0
84,0.0,,Capacitor,moncapacitor-cap_301,1.0
85,0.0,,Capacitor,moncapacitor-cap_301,1.0
86,0.0,,Capacitor,moncapacitor-cap_301,1.0
87,0.0,,Capacitor,moncapacitor-cap_301,1.0
88,0.0,,Capacitor,moncapacitor-cap_301,1.0
89,0.0,,Capacitor,moncapacitor-cap_301,1.0
90,0.0,,Capacitor,moncapacitor-cap_301,1.0
91,0.0,,Capacitor,moncapacitor-cap_301,1.0
92,0.0,,Capacitor,moncapacitor-cap_301,1.0
93,0.0,,Capacitor,moncapacitor-cap_301,1.0
94,0.0,,Capacitor,moncapacitor-cap_301,1.0
95,0.0,,Capacitor,moncapacitor-cap_301,1.0
96,0.0,,Capacitor,moncapacitor-cap_301,1.0
1,0.0,1.025,Transformer,monregcontrol-reg_contr_a,
2,0.0,1.025,Transformer,monregcontrol-reg_contr_a,
3,0.0,1.025,Transformer,monregcontrol-reg_contr_a,
4,0.0,1.025,Transformer,monregcontrol-reg_contr_a,
5,0.0,1.025,Transformer,monregcontrol-reg_contr_a,
6,0.0,1.025,Transformer,monregcontrol-reg_contr_a,
7,0.0,1.025,Transformer,monregcontrol-reg_contr_a,
8,0.0,1.025,Transformer,monregcontrol-reg_contr_a,
9,0.0,1.025,Transformer,monregcontrol-reg_contr_a,
10,0.0,1.025,Transformer,monregcontrol-reg_contr_a,
11,0.0,1.025,Transformer,monregcontrol-reg_contr_a,
12,0.0,1.025,Transformer,monregcontrol-reg_contr_a,
13,0.0,1.025,Transformer,monregcontrol-reg_contr_a,
14,0.0,1.025,Transformer,monregcontrol-reg_contr_a,
15,0.0,1.025,Transformer,monregcontrol-reg_contr_a,
16,0.0,1.025,Transformer,monregcontrol-reg_contr_a,
17,0.0,1.03125,Transformer,monregcontrol-reg_contr_a,
18,0.0,1.03125,Transformer,monregcontrol-reg_contr_a,
19,0.0,1.03125,Transformer,monregcontrol-reg_contr_a,
20,0.0,1.03125,Transformer,monregcontrol-reg_contr_a,
21,0.0,1.03125,Transformer,monregcontrol-reg_contr_a,
22,0.0,1.03125,Transformer,monregcontrol-reg_contr_a,
23,0.0,1.03125,Transformer,monregcontrol-reg_contr_a,
24,0.0,1.03125,Transformer,monregcontrol-reg_contr_a,
25,0.0,1.03125,Transformer,monregcontrol-reg_contr_a,
26,0.0,1.03125,Transformer,monregcontrol-reg_contr_a,
27,0.0,1.03125,Transformer,monregcontrol-reg_contr_a,
28,0.0,1.03125,Transformer,monregcontrol-reg_contr_a,
29,0.0,1.03125,Transformer,monregcontrol-reg_contr_a,
30,0.0,1.03125,Transformer,monregcontrol-reg_contr_a,
31,0.0,1.03125,Transformer,monregcontrol-reg_contr_a,
32,0.0,1.03125,Transformer,monregcontrol-reg_contr_a,
33,0.0,1.03125,Transformer,monregcontrol-reg_contr_a,
34,0.0,1.03125,Transformer,monregcontrol-reg_contr_a,
35,0.0,1.03125,Transformer,monregcontrol-reg_contr_a,
36,0.0,1.03125,Transformer,monregcontrol-reg_contr_a,
37,0.0,1.03125,Transformer,monregcontrol-reg_contr_a,
38,0.0,1.03125,Transformer,monregcontrol-reg_contr_a,
39,0.0,1.03125,Transformer,monregcontrol-reg_contr_a,
40,0.0,1.03125,Transformer,monregcontrol-reg_contr_a,
41,0.0,1.03125,Transformer,monregcontrol-reg_contr_a,
42,0.0,1.03125,Transformer,monregcontrol-reg_contr_a,
43,0.0,1.03125,Transformer,monregcontrol-reg_contr_a,
44,0.0,1.03125,Transformer,monregcontrol-reg_contr_a,
45,0.0,1.03125,Transformer,monregcontrol-reg_contr_a,
46,0.0,1.03125,Transformer,monregcontrol-reg_contr_a,
47,0.0,1.03125,Transformer,monregcontrol-reg_contr_a,
48,0.0,1.03125,Transformer,monregcontrol-reg_contr_a,
49,0.0,1.03125,Transformer,monregcontrol-reg_contr_a,
50,0.0,1.03125,Transformer,monregcontrol-reg_contr_a,
51,0.0,1.03125,Transformer,monregcontrol-reg_contr_a,
52,0.0,1.03125,Transformer,monregcontrol-reg_contr_a,
53,0.0,1.03125,Transformer,monregcontrol-reg_contr_a,
54,0.0,1.03125,Transformer,monregcontrol-reg_contr_a,
55,0.0,1.03125,Transformer,monregcontrol-reg_contr_a,
56,0.0,1.03125,Transformer,monregcontrol-reg_contr_a,
57,0.0,1.03125,Transformer,monregcontrol-reg_contr_a,
58,0.0,1.03125,Transformer,monregcontrol-reg_contr_a,
59,0.0,1.03125,Transformer,monregcontrol-reg_contr_a,
60,0.0,1.03125,Transformer,monregcontrol-reg_contr_a,
61,0.0,1.03125,Transformer,monregcontrol-reg_contr_a,
62,0.0,1.03125,Transformer,monregcontrol-reg_contr_a,
63,0.0,1.03125,Transformer,monregcontrol-reg_contr_a,
64,0.0,1.03125,Transformer,monregcontrol-reg_contr_a,
65,0.0,1.03125,Transformer,monregcontrol-reg_contr_a,
66,0.0,1.03125,Transformer,monregcontrol-reg_contr_a,
67,0.0,1.03125,Transformer,monregcontrol-reg_contr_a,
68,0.0,1.03125,Transformer,monregcontrol-reg_contr_a,
69,0.0,1.03125,Transformer,monregcontrol-reg_contr_a,
70,0.0,1.03125,Transformer,monregcontrol-reg_contr_a,
71,0.0,1.03125,Transformer,monregcontrol-reg_contr_a,
72,0.0,1.03125,Transformer,monregcontrol-reg_contr_a,
73,0.0,1.03125,Transformer,monregcontrol-reg_contr_a,
74,0.0,1.03125,Transformer,monregcontrol-reg_contr_a,
75,0.0,1.03125,Transformer,monregcontrol-reg_contr_a,
76,0.0,1.03125,Transformer,monregcontrol-reg_contr_a,
77,0.0,1.03125,Transformer,monregcontrol-reg_contr_a,
78,0.0,1.03125,Transformer,monregcontrol-reg_contr_a,
79,0.0,1.03125,Transformer,monregcontrol-reg_contr_a,
80,0.0,1.0375,Transformer,monregcontrol-reg_contr_a,
81,0.0,1.0375,Transformer,monregcontrol-reg_contr_a,
82,0.0,1.0375,Transformer,monregcontrol-reg_contr_a,
83,0.0,1.0375,Transformer,monregcontrol-reg_contr_a,
84,0.0,1.0375,Transformer,monregcontrol-reg_contr_a,
85,0.0,1.0375,Transformer,monregcontrol-reg_contr_a,
86,0.0,1.0375,Transformer,monregcontrol-reg_contr_a,
87,0.0,1.0375,Transformer,monregcontrol-reg_contr_a,
88,0.0,1.0375,Transformer,monregcontrol-reg_contr_a,
89,0.0,1.0375,Transformer,monregcontrol-reg_contr_a,
90,0.0,1.0375,Transformer,monregcontrol-reg_contr_a,
91,0.0,1.0375,Transformer,monregcontrol-reg_contr_a,
92,0.0,1.0375,Transformer,monregcontrol-reg_contr_a,
93,0.0,1.0375,Transformer,monregcontrol-reg_contr_a,
94,0.0,1.0375,Transformer,monregcontrol-reg_contr_a,
95,0.0,1.0375,Transformer,monregcontrol-reg_contr_a,
96,0.0,1.0375,Transformer,monregcontrol-reg_contr_a,
1,0.0,1.025,Transformer,monregcontrol-reg_contr_b,
2,0.0,1.025,Transformer,monregcontrol-reg_contr_b,
3,0.0,1.025,Transformer,monregcontrol-reg_contr_b,
4,0.0,1.025,Transformer,monregcontrol-reg_contr_b,
5,0.0,1.025,Transformer,monregcontrol-reg_contr_b,
6,0.0,1.025,Transformer,monregcontrol-reg_contr_b,
7,0.0,1.025,Transformer,monregcontrol-reg_contr_b,
8,0.0,1.025,Transformer,monregcontrol-reg_contr_b,
9,0.0,1.025,Transformer,monregcontrol-reg_contr_b,
10,0.0,1.025,Transformer,monregcontrol-reg_contr_b,
11,0.0,1.025,Transformer,monregcontrol-reg_contr_b,
12,0.0,1.025,Transformer,monregcontrol-reg_contr_b,
13,0.0,1.025,Transformer,monregcontrol-reg_contr_b,
14,0.0,1.025,Transformer,monregcontrol-reg_contr_b,
15,0.0,1.025,Transformer,monregcontrol-reg_contr_b,
16,0.0,1.025,Transformer,monregcontrol-reg_contr_b,
17,0.0,1.03125,Transformer,monregcontrol-reg_contr_b,
18,0.0,1.03125,Transformer,monregcontrol-reg_contr_b,
19,0.0,1.03125,Transformer,monregcontrol-reg_contr_b,
20,0.0,1.03125,Transformer,monregcontrol-reg_contr_b,
21,0.0,1.03125,Transformer,monregcontrol-reg_contr_b,
22,0.0,1.03125,Transformer,monregcontrol-reg_contr_b,
23,0.0,1.03125,Transformer,monregcontrol-reg_contr_b,
24,0.0,1.03125,Transformer,monregcontrol-reg_contr_b,
25,0.0,1.03125,Transformer,monregcontrol-reg_contr_b,
26,0.0,1.03125,Transformer,monregcontrol-reg_contr_b,
27,0.0,1.03125,Transformer,monregcontrol-reg_contr_b,
28,0.0,1.03125,Transformer,monregcontrol-reg_contr_b,
29,0.0,1.03125,Transformer,monregcontrol-reg_contr_b,
30,0.0,1.03125,Transformer,monregcontrol-reg_contr_b,
31,0.0,1.03125,Transformer,monregcontrol-reg_contr_b,
32,0.0,1.03125,Transformer,monregcontrol-reg_contr_b,
33,0.0,1.03125,Transformer,monregcontrol-reg_contr_b,
34,0.0,1.03125,Transformer,monregcontrol-reg_contr_b,
35,0.0,1.03125,Transformer,monregcontrol-reg_contr_b,
36,0.0,1.03125,Transformer,monregcontrol-reg_contr_b,
37,0.0,1.03125,Transformer,monregcontrol-reg_contr_b,
38,0.0,1.03125,Transformer,monregcontrol-reg_contr_b,
39,0.0,1.03125,Transformer,monregcontrol-reg_contr_b,
40,0.0,1.03125,Transformer,monregcontrol-reg_contr_b,
41,0.0,1.03125,Transformer,monregcontrol-reg_contr_b,
42,0.0,1.03125,Transformer,monregcontrol-reg_contr_b,
43,0.0,1.03125,Transformer,monregcontrol-reg_contr_b,
44,0.0,1.03125,Transformer,monregcontrol-reg_contr_b,
45,0.0,1.03125,Transformer,monregcontrol-reg_contr_b,
46,0.0,1.03125,Transformer,monregcontrol-reg_contr_b,
47,0.0,1.03125,Transformer,monregcontrol-reg_contr_b,
48,0.0,1.03125,Transformer,monregcontrol-reg_contr_b,
49,0.0,1.03125,Transformer,monregcontrol-reg_contr_b,
50,0.0,1.03125,Transformer,monregcontrol-reg_contr_b,
51,0.0,1.03125,Transformer,monregcontrol-reg_contr_b,
52,0.0,1.03125,Transformer,monregcontrol-reg_contr_b,
53,0.0,1.03125,Transformer,monregcontrol-reg_contr_b,
54,0.0,1.03125,Transformer,monregcontrol-reg_contr_b,
55,0.0,1.03125,Transformer,monregcontrol-reg_contr_b,
56,0.0,1.03125,Transformer,monregcontrol-reg_contr_b,
57,0.0,1.03125,Transformer,monregcontrol-reg_contr_b,
58,0.0,1.03125,Transformer,monregcontrol-reg_contr_b,
59,0.0,1.03125,Transformer,monregcontrol-reg_contr_b,
60,0.0,1.03125,Transformer,monregcontrol-reg_contr_b,
61,0.0,1.03125,Transformer,monregcontrol-reg_contr_b,
62,0.0,1.03125,Transformer,monregcontrol-reg_contr_b,
63,0.0,1.03125,Transformer,monregcontrol-reg_contr_b,
64,0.0,1.03125,Transformer,monregcontrol-reg_contr_b,
65,0.0,1.03125,Transformer,monregcontrol-reg_contr_b,
66,0.0,1.03125,Transformer,monregcontrol-reg_contr_b,
67,0.0,1.03125,Transformer,monregcontrol-reg_contr_b,
68,0.0,1.03125,Transformer,monregcontrol-reg_contr_b,
69,0.0,1.03125,Transformer,monregcontrol-reg_contr_b,
70,0.0,1.03125,Transformer,monregcontrol-reg_contr_b,
71,0.0,1.03125,Transformer,monregcontrol-reg_contr_b,
72,0.0,1.03125,Transformer,monregcontrol-reg_contr_b,
73,0.0,1.03125,Transformer,monregcontrol-reg_contr_b,
74,0.0,1.03125,Transformer,monregcontrol-reg_contr_b,
75,0.0,1.03125,Transformer,monregcontrol-reg_contr_b,
76,0.0,1.03125,Transformer,monregcontrol-reg_contr_b,
77,0.0,1.03125,Transformer,monregcontrol-reg_contr_b,
78,0.0,1.03125,Transformer,monregcontrol-reg_contr_b,
79,0.0,1.03125,Transformer,monregcontrol-reg_contr_b,
80,0.0,1.03125,Transformer,monregcontrol-reg_contr_b,
81,0.0,1.0375,Transformer,monregcontrol-reg_contr_b,
82,0.0,1.0375,Transformer,monregcontrol-reg_contr_b,
83,0.0,1.0375,Transformer,monregcontrol-reg_contr_b,
84,0.0,1.0375,Transformer,monregcontrol-reg_contr_b,
85,0.0,1.0375,Transformer,monregcontrol-reg_contr_b,
86,0.0,1.0375,Transformer,monregcontrol-reg_contr_b,
87,0.0,1.0375,Transformer,monregcontrol-reg_contr_b,
88,0.0,1.0375,Transformer,monregcontrol-reg_contr_b,
89,0.0,1.0375,Transformer,monregcontrol-reg_contr_b,
90,0.0,1.0375,Transformer,monregcontrol-reg_contr_b,
91,0.0,1.0375,Transformer,monregcontrol-reg_contr_b,
92,0.0,1.0375,Transformer,monregcontrol-reg_contr_b,
93,0.0,1.0375,Transformer,monregcontrol-reg_contr_b,
94,0.0,1.0375,Transformer,monregcontrol-reg_contr_b,
95,0.0,1.0375,Transformer,monregcontrol-reg_contr_b,
96,0.0,1.0375,Transformer,monregcontrol-reg_contr_b,
1,0.0,1.025,Transformer,monregcontrol-reg_contr_c,
2,0.0,1.025,Transformer,monregcontrol-reg_contr_c,
3,0.0,1.025,Transformer,monregcontrol-reg_contr_c,
4,0.0,1.025,Transformer,monregcontrol-reg_contr_c,
5,0.0,1.025,Transformer,monregcontrol-reg_contr_c,
6,0.0,1.025,Transformer,monregcontrol-reg_contr_c,
7,0.0,1.025,Transformer,monregcontrol-reg_contr_c,
8,0.0,1.025,Transformer,monregcontrol-reg_contr_c,
9,0.0,1.025,Transformer,monregcontrol-reg_contr_c,
10,0.0,1.025,Transformer,monregcontrol-reg_contr_c,
11,0.0,1.025,Transformer,monregcontrol-reg_contr_c,
12,0.0,1.025,Transformer,monregcontrol-reg_contr_c,
13,0.0,1.025,Transformer,monregcontrol-reg_contr_c,
14,0.0,1.025,Transformer,monregcontrol-reg_contr_c,
15,0.0,1.025,Transformer,monregcontrol-reg_contr_c,
16,0.0,1.025,Transformer,monregcontrol-reg_contr_c,
17,0.0,1.03125,Transformer,monregcontrol-reg_contr_c,
18,0.0,1.03125,Transformer,monregcontrol-reg_contr_c,
19,0.0,1.03125,Transformer,monregcontrol-reg_contr_c,
20,0.0,1.03125,Transformer,monregcontrol-reg_contr_c,
21,0.0,1.03125,Transformer,monregcontrol-reg_contr_c,
22,0.0,1.03125,Transformer,monregcontrol-reg_contr_c,
23,0.0,1.03125,Transformer,monregcontrol-reg_contr_c,
24,0.0,1.03125,Transformer,monregcontrol-reg_contr_c,
25,0.0,1.03125,Transformer,monregcontrol-reg_contr_c,
26,0.0,1.03125,Transformer,monregcontrol-reg_contr_c,
27,0.0,1.03125,Transformer,monregcontrol-reg_contr_c,
28,0.0,1.03125,Transformer,monregcontrol-reg_contr_c,
29,0.0,1.03125,Transformer,monregcontrol-reg_contr_c,
30,0.0,1.03125,Transformer,monregcontrol-reg_contr_c,
31,0.0,1.03125,Transformer,monregcontrol-reg_contr_c,
32,0.0,1.03125,Transformer,monregcontrol-reg_contr_c,
33,0.0,1.03125,Transformer,monregcontrol-reg_contr_c,
34,0.0,1.03125,Transformer,monregcontrol-reg_contr_c,
35,0.0,1.03125,Transformer,monregcontrol-reg_contr_c,
36,0.0,1.03125,Transformer,monregcontrol-reg_contr_c,
37,0.0,1.03125,Transformer,monregcontrol-reg_contr_c,
38,0.0,1.03125,Transformer,monregcontrol-reg_contr_c,
39,0.0,1.03125,Transformer,monregcontrol-reg_contr_c,
40,0.0,1.03125,Transformer,monregcontrol-reg_contr_c,
41,0.0,1.03125,Transformer,monregcontrol-reg_contr_c,
42,0.0,1.03125,Transformer,monregcontrol-reg_contr_c,
43,0.0,1.03125,Transformer,monregcontrol-reg_contr_c,
44,0.0,1.03125,Transformer,monregcontrol-reg_contr_c,
45,0.0,1.03125,Transformer,monregcontrol-reg_contr_c,
46,0.0,1.03125,Transformer,monregcontrol-reg_contr_c,
47,0.0,1.03125,Transformer,monregcontrol-reg_contr_c,
48,0.0,1.03125,Transformer,monregcontrol-reg_contr_c,
49,0.0,1.03125,Transformer,monregcontrol-reg_contr_c,
50,0.0,1.03125,Transformer,monregcontrol-reg_contr_c,
51,0.0,1.03125,Transformer,monregcontrol-reg_contr_c,
52,0.0,1.03125,Transformer,monregcontrol-reg_contr_c,
53,0.0,1.03125,Transformer,monregcontrol-reg_contr_c,
54,0.0,1.03125,Transformer,monregcontrol-reg_contr_c,
55,0.0,1.03125,Transformer,monregcontrol-reg_contr_c,
56,0.0,1.03125,Transformer,monregcontrol-reg_contr_c,
57,0.0,1.03125,Transformer,monregcontrol-reg_contr_c,
58,0.0,1.03125,Transformer,monregcontrol-reg_contr_c,
59,0.0,1.03125,Transformer,monregcontrol-reg_contr_c,
60,0.0,1.03125,Transformer,monregcontrol-reg_contr_c,
61,0.0,1.03125,Transformer,monregcontrol-reg_contr_c,
62,0.0,1.03125,Transformer,monregcontrol-reg_contr_c,
63,0.0,1.03125,Transformer,monregcontrol-reg_contr_c,
64,0.0,1.03125,Transformer,monregcontrol-reg_contr_c,
65,0.0,1.03125,Transformer,monregcontrol-reg_contr_c,
66,0.0,1.03125,Transformer,monregcontrol-reg_contr_c,
67,0.0,1.03125,Transformer,monregcontrol-reg_contr_c,
68,0.0,1.03125,Transformer,monregcontrol-reg_contr_c,
69,0.0,1.03125,Transformer,monregcontrol-reg_contr_c,
70,0.0,1.03125,Transformer,monregcontrol-reg_contr_c,
71,0.0,1.03125,Transformer,monregcontrol-reg_contr_c,
