Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"SOURCEBUS", 115, 1,    66395.3,   30.0,         1, 2,    66395.3,  -90.0,         1, 3,    66395.3,  150.0,         1
"680", 4.16, 1,    2401.78,    0.0,         1, 2,    2401.78, -120.0,         1, 3,    2401.78,  120.0,         1
"650", 4.16, 1,    2401.86,    0.0,         1, 2,    2401.86, -120.0,         1, 3,    2401.87,  120.0,         1
"RG60", 4.16, 1,    2341.98,    0.0,    0.9751, 2,    2341.97, -120.0,    0.9751, 3,    2327.01,  120.0,   0.96887
"633", 4.16, 1,    2544.27,   -0.1,    1.0593, 2,    2526.86, -120.6,    1.0521, 3,    2553.43,  119.5,    1.0631
"634", 0.48, 1,    297.363,    1.3,     1.073, 2,    291.561, -120.6,    1.0521, 3,    294.627,  119.5,    1.0631
"684", 4.16, 2,    2631.53, -121.0,    1.0957, 3,    2719.34,  120.5,    1.1322, 0, 0, 0, 0
"645", 4.16, 2,    2530.39, -120.5,    1.0535, 0, 0, 0, 0, 0, 0, 0, 0
"646", 4.16, 2,    2536.42, -120.4,    1.0561, 0, 0, 0, 0, 0, 0, 0, 0
"692", 4.16, 1,    2619.96,   -0.5,    1.0908, 2,    2631.53, -121.0,    1.0957, 3,    2708.46,  120.3,    1.1277
"675", 4.16, 1,     2641.9,   -0.6,       1.1, 2,    2650.91, -121.1,    1.1037, 3,    2731.55,  120.3,    1.1373
"611", 4.16, 3,    2717.34,  120.3,    1.1314, 0, 0, 0, 0, 0, 0, 0, 0
"652", 4.16, 3,    2708.34,  120.4,    1.1276, 0, 0, 0, 0, 0, 0, 0, 0
"670", 4.16, 1,     2590.1,   -0.7,    1.0784, 2,    2579.23, -121.0,    1.0739, 3,    2628.98,  119.3,    1.0946
"671", 4.16, 1,    2619.96,   -0.5,    1.0908, 2,    2631.53, -121.0,    1.0957, 3,    2708.46,  120.3,    1.1277
"632", 4.16, 1,    2536.13,   -0.3,    1.0559, 2,    2526.86, -120.6,    1.0521, 3,    2553.43,  119.5,    1.0631
