hour,t(sec),P1(kW),Q1(kvar),P2(kW),Q2(kvar),Name,P3(kW),Q3(kvar),P4(kW),Q4(kvar)
1,0.0,3.77996,9.1478e-08,0.0,0.0,mongenerator-battery_634,,,,
2,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
3,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
4,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
5,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
6,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
7,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
8,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
9,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
10,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
11,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
12,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
13,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
14,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
15,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
16,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
17,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
18,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
19,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
20,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
21,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
22,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
23,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
24,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
25,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
26,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
27,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
28,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
29,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
30,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
31,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
32,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
33,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
34,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
35,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
36,0.0,-3.77996,-2.89604e-06,0.0,0.0,mongenerator-battery_634,,,,
37,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
38,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
39,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
40,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
41,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
42,0.0,-3.57251,3.21644e-05,0.0,0.0,mongenerator-battery_634,,,,
43,0.0,-3.57389,3.77386e-05,0.0,0.0,mongenerator-battery_634,,,,
44,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
45,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
46,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
47,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
48,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
49,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
50,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
51,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
52,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
53,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
54,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
55,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
56,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
57,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
58,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
59,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
60,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
61,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
62,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
63,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
64,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
65,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
66,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
67,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
68,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
69,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
70,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
71,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
72,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
73,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
74,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
75,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
76,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
77,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
78,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
79,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
80,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
81,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
82,0.0,0.735635,-1.63974e-08,0.0,0.0,mongenerator-battery_634,,,,
83,0.0,3.78012,0.000199079,0.0,0.0,mongenerator-battery_634,,,,
84,0.0,3.77996,-9.57763e-08,0.0,0.0,mongenerator-battery_634,,,,
85,0.0,3.77996,-2.68622e-06,0.0,0.0,mongenerator-battery_634,,,,
86,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
87,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
88,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
89,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
90,0.0,-2.94219,-8.69508e-07,0.0,0.0,mongenerator-battery_634,,,,
91,0.0,-3.77996,-1.35372e-06,0.0,0.0,mongenerator-battery_634,,,,
92,0.0,-3.78019,-0.000293335,0.0,0.0,mongenerator-battery_634,,,,
93,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
94,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
95,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
96,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
97,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
98,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
99,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
100,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
101,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
102,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
103,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
104,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
105,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
106,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
107,0.0,3.77996,5.98148e-09,0.0,0.0,mongenerator-battery_634,,,,
108,0.0,3.77996,-5.49818e-06,0.0,0.0,mongenerator-battery_634,,,,
109,0.0,3.77996,8.22471e-06,0.0,0.0,mongenerator-battery_634,,,,
110,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
111,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
112,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
113,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
114,0.0,-3.77996,-1.50873e-06,0.0,0.0,mongenerator-battery_634,,,,
115,0.0,-3.78002,-7.27577e-05,0.0,0.0,mongenerator-battery_634,,,,
116,0.0,-3.77996,-1.60567e-06,0.0,0.0,mongenerator-battery_634,,,,
117,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
118,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
119,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
120,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
121,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
122,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
123,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
124,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
125,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
126,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
127,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
128,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
129,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
130,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
131,0.0,3.77996,-2.10365e-07,0.0,0.0,mongenerator-battery_634,,,,
132,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
133,0.0,3.77996,-2.37628e-06,0.0,0.0,mongenerator-battery_634,,,,
134,0.0,3.77996,7.252e-07,0.0,0.0,mongenerator-battery_634,,,,
135,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
136,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
137,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
138,0.0,-3.77997,-1.82468e-05,0.0,0.0,mongenerator-battery_634,,,,
139,0.0,-3.77986,0.000112567,0.0,0.0,mongenerator-battery_634,,,,
140,0.0,-3.77998,-2.8813e-05,0.0,0.0,mongenerator-battery_634,,,,
141,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
142,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
143,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
144,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
145,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
146,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
147,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
148,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
149,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
150,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
151,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
152,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
153,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
154,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
155,0.0,3.77995,2.35135e-06,0.0,0.0,mongenerator-battery_634,,,,
156,0.0,3.77996,-1.11169e-06,0.0,0.0,mongenerator-battery_634,,,,
157,0.0,3.77996,5.89007e-07,0.0,0.0,mongenerator-battery_634,,,,
158,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
159,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
160,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
161,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
162,0.0,-3.77996,1.30456e-06,0.0,0.0,mongenerator-battery_634,,,,
163,0.0,-3.77996,1.22651e-06,0.0,0.0,mongenerator-battery_634,,,,
164,0.0,0.785199,3.05117e-05,0.0,0.0,mongenerator-battery_634,,,,
165,0.0,2.5142,7.87898e-05,0.0,0.0,mongenerator-battery_634,,,,
166,0.0,1.85106,0.000107732,0.0,0.0,mongenerator-battery_634,,,,
167,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
168,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
169,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
170,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
171,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
172,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
173,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
174,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
175,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
176,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
177,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
178,0.0,3.77996,7.65908e-06,0.0,0.0,mongenerator-battery_634,,,,
179,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
180,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
181,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
182,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
183,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
184,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
185,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
186,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
187,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
188,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
189,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
190,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
191,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
192,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
193,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
194,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
195,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
196,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
197,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
198,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
199,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
200,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
201,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
202,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
203,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
204,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
205,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
206,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
207,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
208,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
209,0.0,-2.11508,1.0278e-06,0.0,0.0,mongenerator-battery_634,,,,
210,0.0,-3.77986,0.000113062,0.0,0.0,mongenerator-battery_634,,,,
211,0.0,-3.77997,-1.44388e-05,0.0,0.0,mongenerator-battery_634,,,,
212,0.0,-3.77998,-2.23499e-05,0.0,0.0,mongenerator-battery_634,,,,
213,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
214,0.0,3.77996,1.26058e-08,0.0,0.0,mongenerator-battery_634,,,,
215,0.0,3.06392,0.000252909,0.0,0.0,mongenerator-battery_634,,,,
216,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
217,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
218,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
219,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
220,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
221,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
222,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
223,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
224,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
225,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
226,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
227,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
228,0.0,1.29677,-1.94759e-07,0.0,0.0,mongenerator-battery_634,,,,
229,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
230,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
231,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
232,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
233,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
234,0.0,-3.77996,-8.47446e-07,0.0,0.0,mongenerator-battery_634,,,,
235,0.0,-3.77989,7.74649e-05,0.0,0.0,mongenerator-battery_634,,,,
236,0.0,-3.77998,-3.06786e-05,0.0,0.0,mongenerator-battery_634,,,,
237,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
238,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
239,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
240,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
241,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
242,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
243,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
244,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
245,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
246,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
247,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
248,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
249,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
250,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
251,0.0,3.78007,0.00011967,0.0,0.0,mongenerator-battery_634,,,,
252,0.0,3.77996,9.82833e-08,0.0,0.0,mongenerator-battery_634,,,,
253,0.0,3.77996,7.55774e-06,0.0,0.0,mongenerator-battery_634,,,,
254,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
255,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
256,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
257,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
258,0.0,-3.77996,-1.14239e-06,0.0,0.0,mongenerator-battery_634,,,,
259,0.0,-3.78002,-7.26954e-05,0.0,0.0,mongenerator-battery_634,,,,
260,0.0,-3.77999,-3.79196e-05,0.0,0.0,mongenerator-battery_634,,,,
261,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
262,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
263,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
264,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
265,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
266,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
267,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
268,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
269,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
270,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
271,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
272,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
273,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
274,0.0,0.402165,-2.38133e-08,0.0,0.0,mongenerator-battery_634,,,,
275,0.0,3.77996,-1.37408e-06,0.0,0.0,mongenerator-battery_634,,,,
276,0.0,3.77996,4.05167e-06,0.0,0.0,mongenerator-battery_634,,,,
277,0.0,3.77996,4.18604e-06,0.0,0.0,mongenerator-battery_634,,,,
278,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
279,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
280,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
281,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
282,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
283,0.0,-2.58887,4.25337e-06,0.0,0.0,mongenerator-battery_634,,,,
284,0.0,-0.723075,-5.35314e-05,0.0,0.0,mongenerator-battery_634,,,,
285,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
286,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
287,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
288,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
289,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
290,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
291,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
292,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
293,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
294,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
295,0.0,-3.77996,-2.57791e-07,0.0,0.0,mongenerator-battery_634,,,,
296,0.0,-3.77996,8.55011e-07,0.0,0.0,mongenerator-battery_634,,,,
297,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
298,0.0,2.33584,-1.38088e-07,0.0,0.0,mongenerator-battery_634,,,,
299,0.0,3.77996,-2.41965e-06,0.0,0.0,mongenerator-battery_634,,,,
300,0.0,3.77994,-0.000237464,0.0,0.0,mongenerator-battery_634,,,,
301,0.0,3.77996,1.27765e-07,0.0,0.0,mongenerator-battery_634,,,,
302,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
303,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
304,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
305,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
306,0.0,-1.70376,1.15811e-06,0.0,0.0,mongenerator-battery_634,,,,
307,0.0,-3.77987,0.000105279,0.0,0.0,mongenerator-battery_634,,,,
308,0.0,-3.78032,-0.00048709,0.0,0.0,mongenerator-battery_634,,,,
309,0.0,-0.593586,-5.00997e-06,0.0,0.0,mongenerator-battery_634,,,,
310,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
311,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
312,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
313,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
314,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
315,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
316,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
317,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
318,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
319,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
320,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
321,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
322,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
323,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
324,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
325,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
326,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
327,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
328,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
329,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
330,0.0,-3.78021,-0.000289592,0.0,0.0,mongenerator-battery_634,,,,
331,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
332,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
333,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
334,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
335,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
336,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
337,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
338,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
339,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
340,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
341,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
342,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
343,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
344,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
345,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
346,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
347,0.0,3.77996,1.04215e-06,0.0,0.0,mongenerator-battery_634,,,,
348,0.0,3.77996,3.32459e-06,0.0,0.0,mongenerator-battery_634,,,,
349,0.0,3.77996,-1.64837e-07,0.0,0.0,mongenerator-battery_634,,,,
350,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
351,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
352,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
353,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
354,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
355,0.0,-0.00138082,2.98552e-09,0.0,0.0,mongenerator-battery_634,,,,
356,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
357,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
358,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
359,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
360,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
361,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
362,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
363,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
364,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
365,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_634,,,,
