Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"SOURCEBUS", 115, 1,    66395.3,   30.0,         1, 2,    66395.3,  -90.0,         1, 3,    66395.3,  150.0,         1
"680", 4.16, 1,    2401.78,    0.0,         1, 2,    2401.78, -120.0,         1, 3,    2401.78,  120.0,         1
"650", 4.16, 1,    2401.69,    0.0,   0.99996, 2,    2401.76, -120.0,   0.99999, 3,    2401.49,  120.0,   0.99988
"RG60", 4.16, 1,    2387.04,    0.0,   0.99387, 2,    2387.02, -120.0,   0.99386, 3,    2506.77,  120.0,    1.0437
"633", 4.16, 1,     2953.9,   17.3,    1.2299, 2,    2719.03, -111.0,    1.1321, 3,    2958.12,  142.9,    1.2316
"634", 0.48, 1,    362.087,   24.7,    1.3066, 2,    313.734, -111.0,    1.1321, 3,    341.322,  142.9,    1.2316
"684", 4.16, 2,    3035.94, -105.2,     1.264, 3,    3362.23,  158.4,    1.3999, 0, 0, 0, 0
"645", 4.16, 2,    2710.77, -111.1,    1.1287, 0, 0, 0, 0, 0, 0, 0, 0
"646", 4.16, 2,    2706.16, -111.2,    1.1267, 0, 0, 0, 0, 0, 0, 0, 0
"692", 4.16, 1,    3035.08,   19.9,    1.2637, 2,    3035.94, -105.2,     1.264, 3,    3304.57,  157.5,    1.3759
"675", 4.16, 1,    3084.87,   20.6,    1.2844, 2,     3102.5, -104.7,    1.2918, 3,    3375.01,  158.6,    1.4052
"611", 4.16, 3,    3359.75,  158.2,    1.3989, 0, 0, 0, 0, 0, 0, 0, 0
"652", 4.16, 3,    3348.62,  158.3,    1.3942, 0, 0, 0, 0, 0, 0, 0, 0
"670", 4.16, 1,    3060.62,   18.9,    1.2743, 2,    2865.44, -108.0,    1.1931, 3,    3190.96,  148.8,    1.3286
"671", 4.16, 1,    3035.08,   19.9,    1.2637, 2,    3035.94, -105.2,     1.264, 3,    3304.57,  157.5,    1.3759
"632", 4.16, 1,    2909.68,   16.2,    1.2115, 2,    2719.03, -111.0,    1.1321, 3,    2958.12,  142.9,    1.2316
