Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"SOURCEBUS", 115, 1,    66395.3,   30.0,         1, 2,    66395.3,  -90.0,         1, 3,    66395.3,  150.0,         1
"680", 4.16, 1,    2401.78,    0.0,         1, 2,    2401.78, -120.0,         1, 3,    2401.78,  120.0,         1
"650", 4.16, 1,    2401.86,    0.0,         1, 2,    2401.86, -120.0,         1, 3,    2401.88,  120.0,         1
"RG60", 4.16, 1,    2327.01,    0.0,   0.96887, 2,    2356.93, -120.0,   0.98133, 3,    2312.06,  120.0,   0.96264
"633", 4.16, 1,    2584.91,    1.3,    1.0762, 2,    2488.03, -121.9,    1.0359, 3,    2609.39,  121.3,    1.0864
"634", 0.48, 1,    303.574,    3.2,    1.0954, 2,     287.08, -121.9,    1.0359, 3,    301.083,  121.3,    1.0864
"684", 4.16, 2,    2614.57, -121.8,    1.0886, 3,    2819.09,  123.7,    1.1738, 0, 0, 0, 0
"645", 4.16, 2,    2480.38, -122.1,    1.0327, 0, 0, 0, 0, 0, 0, 0, 0
"646", 4.16, 2,    2476.16, -122.2,     1.031, 0, 0, 0, 0, 0, 0, 0, 0
"692", 4.16, 1,    2664.78,    1.4,    1.1095, 2,    2614.57, -121.8,    1.0886, 3,    2803.98,  123.5,    1.1675
"675", 4.16, 1,    2691.82,    1.4,    1.1208, 2,    2637.44, -121.9,    1.0981, 3,    2833.45,  123.5,    1.1797
"611", 4.16, 3,    2817.01,  123.5,    1.1729, 0, 0, 0, 0, 0, 0, 0, 0
"652", 4.16, 3,    2807.68,  123.6,     1.169, 0, 0, 0, 0, 0, 0, 0, 0
"670", 4.16, 1,    2640.69,    0.9,    1.0995, 2,    2552.63, -122.0,    1.0628, 3,    2708.81,  121.7,    1.1278
"671", 4.16, 1,    2664.78,    1.4,    1.1095, 2,    2614.57, -121.8,    1.0886, 3,    2803.98,  123.5,    1.1675
"632", 4.16, 1,    2573.52,    1.0,    1.0715, 2,    2488.03, -121.9,    1.0359, 3,    2609.39,  121.3,    1.0864
