BUS2058, 9.9          , 1.4          
BUS2059, 7.72         , 1.4          
BUS2060, 6.76         , 1.4          
BUS3001, -93.6429     , 42.02555     
BUS3003, 12.5         , 12.85        
BUS3002, 12.5         , 12.16        
BUS3004, 12.5         , 13.43        
BUS3005, 13.36        , 12.85        
BUS3006, 13.36        , 13.91        
BUS3007, 13.36        , 14.71        
BUS3008, 14.62        , 11.41        
BUS3009, 14.61        , 12.04        
BUS3010, 14.62        , 12.7         
BUS3011, 14.61        , 13.36        
BUS3012, 14.62        , 14.02        
BUS3013, 14.61        , 10.77        
BUS3014, 14.62        , 10.06        
BUS3015, 15.79        , 11.41        
BUS3016, 15.8         , 10.75        
BUS3017, 15.8         , 10.1         
BUS3018, 15.8         , 12.07        
BUS3019, 15.8         , 12.72        
BUS3020, 15.8         , 13.38        
BUS3021, 15.8         , 14.03        
BUS3022, 16.99        , 11.41        
BUS3023, 16.99        , 10.76        
BUS3024, 16.99        , 10.12        
BUS3025, 16.99        , 9.47         
BUS3026, 16.99        , 12.06        
BUS3027, 16.99        , 12.72        
BUS3028, 16.99        , 13.38        
BUS3029, 16.99        , 14.03        
BUS3030, 18.26        , 11.41        
BUS3035, 18.25        , 12.05        
BUS3036, 18.27        , 12.68        
BUS3037, 18.25        , 13.32        
BUS3038, 18.25        , 13.95        
BUS3039, 18.26        , 14.59        
BUS3053, 19.51        , 14.79        
BUS3054, 19.51        , 14.19        
BUS3055, 21.01        , 14.79        
BUS3056, 21.5         , 15.2         
BUS3057, 22.22        , 15.2         
BUS3058, 22.93        , 15.2         
BUS3059, 23.65        , 15.2         
BUS3060, 24.37        , 15.2         
BUS3061, 25.09        , 15.2         
BUS3062, 21.53        , 14.13        
BUS3063, 22.24        , 14.13        
BUS3064, 22.95        , 14.14        
BUS3065, 23.66        , 14.13        
BUS3066, 24.38        , 14.13        
BUS3067, 25.09        , 14.13        
BUS3040, 19.51        , 11.41        
BUS3044, 19.51        , 12.03        
BUS3045, 19.51        , 12.63        
BUS3041, 19.51        , 10.87        
BUS3042, 19.51        , 10.33        
BUS3043, 19.51        , 9.79         
BUS3046, 20.88        , 11.41        
BUS3047, 20.88        , 12.16        
BUS3048, 21.17        , 10.92        
BUS3049, 22           , 10.92        
BUS3050, 22.82        , 10.92        
BUS3051, 23.64        , 10.92        
BUS3052, 24.46        , 10.91        
BUS3031, 18.26        , 10.91        
BUS3032, 18.26        , 10.4         
BUS3033, 18.26        , 9.9          
BUS3034, 18.26        , 9.39         
BUS3068, 18.26        , 8.82         
BUS3069, 16.65        , 8.82         
BUS3070, 16.65        , 8.27         
BUS3071, 16.65        , 7.71         
BUS3072, 16.65        , 7.16         
BUS3073, 15.76        , 8.82         
BUS3074, 14.98        , 8.82         
BUS3075, 19.05        , 8.82         
BUS3076, 19.97        , 8.82         
BUS3077, 20.73        , 8.82         
BUS3078, 21.49        , 8.82         
BUS3079, 19.97        , 8.07         
BUS3080, 19.97        , 7.42         
BUS3081, 19.21        , 7.42         
BUS3082, 19.97        , 6.79         
BUS3083, 19.1         , 6.79         
BUS3084, 18.23        , 6.79         
BUS3085, 17.36        , 6.79         
BUS3086, 16.49        , 6.79         
BUS3087, 15.62        , 6.79         
BUS3088, 14.75        , 6.79         
BUS3089, 13.88        , 6.79         
BUS3090, 13.01        , 6.79         
BUS3091, 12.14        , 6.79         
BUS3092, 22.05        , 6.79         
BUS3093, 22.07        , 7.3          
BUS3094, 22.04        , 7.81         
BUS3095, 22.05        , 8.32         
BUS3096, 22.05        , 8.83         
BUS3097, 22.05        , 9.34         
BUS3098, 22.05        , 6.13         
BUS3099, 22.05        , 5.56         
BUS3100, 23.09        , 6.8          
BUS3101, 23.86        , 6.8          
BUS3102, 24.53        , 6.8          
BUS3103, 25.12        , 6.8          
BUS3104, 23.09        , 7.52         
BUS3105, 23.08        , 8.08         
BUS3106, 23.09        , 8.67         
BUS3107, 19.98        , 5.54         
BUS3108, 18.97        , 5.54         
BUS3109, 18.07        , 5.54         
BUS3110, 16.97        , 5.54         
BUS3111, 15.97        , 5.54         
BUS3112, 15.07        , 5.54         
BUS3113, 18.63        , 4.76         
BUS3114, 18.63        , 4.15         
BUS3115, 18.63        , 3.53         
BUS3116, 17.55        , 4.75         
BUS3117, 16.55        , 4.76         
BUS3118, 21.36        , 4.03         
BUS3119, 22.77        , 4.03         
BUS3120, 22.77        , 4.69         
BUS3121, 22.78        , 5.34         
BUS3122, 22.78        , 5.96         
BUS3123, 23.64        , 4.04         
BUS3124, 24.42        , 4.04         
BUS3125, 25.17        , 4.04         
BUS3126, 25.97        , 4.04         
BUS3127, 25.97        , 4.58         
BUS3128, 25.97        , 5.12         
BUS3129, 25.97        , 5.66         
BUS3130, 25.97        , 6.2          
BUS3131, 25.97        , 6.75         
BUS3132, 21.35        , 3.22         
BUS3133, 21.36        , 2.41         
BUS3134, 22.53        , 2.41         
BUS3135, 23.57        , 2.41         
BUS3136, 24.53        , 2.41         
BUS3137, 21.37        , 1.79         
BUS3138, 21.37        , 1.16         
BUS3139, 21.36        , 0.53         
BUS3140, 17.61        , 2.5          
BUS3141, 18.42        , 2.48         
BUS3142, 19.23        , 2.48         
BUS3143, 20.03        , 2.49         
BUS3148, 16.87        , 2.48         
BUS3149, 16.13        , 2.48         
BUS3150, 15.4         , 2.48         
BUS3151, 14.66        , 2.48         
BUS3152, 13.92        , 2.48         
BUS3153, 13.18        , 2.48         
BUS3154, 12.44        , 2.49         
BUS3155, 11.7         , 2.49         
BUS3156, 17.64        , 1.11         
BUS3144, 18.31        , 1.11         
BUS3145, 18.99        , 1.11         
BUS3146, 19.67        , 1.11         
BUS3147, 20.35        , 1.11         
BUS3157, 16.9         , 1.11         
BUS3158, 16.17        , 1.11         
BUS3159, 15.43        , 1.11         
BUS3160, 14.7         , 1.11         
BUS3161, 13.97        , 1.11         
BUS3162, 13.23        , 1.11         
BUS1, -93.6469     , 42.02755     
BUS_FAULT, -93.6469     , 42.02715     
T_BUS1003_L, 0            , 0            
T_BUS1004_L, 0            , 0            
T_BUS1005_L, 0            , 0            
T_BUS1006_L, 0            , 0            
T_BUS1007_L, 0            , 0            
T_BUS1008_L, 0            , 0            
T_BUS1009_L, 0            , 0            
T_BUS1010_L, 0            , 0            
T_BUS1011_L, 0            , 0            
T_BUS1012_L, 0            , 0            
T_BUS1013_L, 0            , 0            
T_BUS1014_L, 0            , 0            
T_BUS1015_L, 0            , 0            
T_BUS1016_L, 0            , 0            
T_BUS1017_L, 0            , 0            
T_BUS2002_L, 0            , 0            
T_BUS2003_L, 0            , 0            
T_BUS2005_L, 0            , 0            
T_BUS2008_L, 0            , 0            
T_BUS2009_L, 0            , 0            
T_BUS2010_L, 0            , 0            
T_BUS2011_L, 0            , 0            
T_BUS2014_L, 0            , 0            
T_BUS2015_L, 0            , 0            
T_BUS2016_L, 0            , 0            
T_BUS2017_L, 0            , 0            
T_BUS2018_L, 0            , 0            
T_BUS2020_L, 0            , 0            
T_BUS2022_L, 0            , 0            
T_BUS2023_L, 0            , 0            
T_BUS2024_L, 0            , 0            
T_BUS2025_L, 0            , 0            
T_BUS2028_L, 0            , 0            
T_BUS2029_L, 0            , 0            
T_BUS2030_L, 0            , 0            
T_BUS2031_L, 0            , 0            
T_BUS2032_L, 0            , 0            
T_BUS2034_L, 0            , 0            
T_BUS2035_L, 0            , 0            
T_BUS2037_L, 0            , 0            
T_BUS2040_L, 0            , 0            
T_BUS2041_L, 0            , 0            
T_BUS2042_L, 0            , 0            
T_BUS2043_L, 0            , 0            
T_BUS2045_L, 0            , 0            
T_BUS2046_L, 0            , 0            
T_BUS2047_L, 0            , 0            
T_BUS2048_L, 0            , 0            
T_BUS2049_L, 0            , 0            
T_BUS2050_L, 0            , 0            
T_BUS2051_L, 0            , 0            
T_BUS2052_L, 0            , 0            
T_BUS2053_L, 0            , 0            
T_BUS2054_L, 0            , 0            
T_BUS2055_L, 0            , 0            
T_BUS2056_L, 0            , 0            
T_BUS2058_L, 0            , 0            
T_BUS2059_L, 0            , 0            
T_BUS2060_L, 0            , 0            
T_BUS3002_L, 0            , 0            
T_BUS3004_L, 0            , 0            
T_BUS3006_L, 0            , 0            
T_BUS3007_L, 0            , 0            
T_BUS3009_L, 0            , 0            
T_BUS3010_L, 0            , 0            
T_BUS3011_L, 0            , 0            
T_BUS3012_L, 0            , 0            
T_BUS3013_L, 0            , 0            
T_BUS3014_L, 0            , 0            
T_BUS3016_L, 0            , 0            
T_BUS3017_L, 0            , 0            
T_BUS3018_L, 0            , 0            
T_BUS3019_L, 0            , 0            
T_BUS3020_L, 0            , 0            
T_BUS3021_L, 0            , 0            
T_BUS3023_L, 0            , 0            
T_BUS3024_L, 0            , 0            
T_BUS3025_L, 0            , 0            
T_BUS3026_L, 0            , 0            
T_BUS3027_L, 0            , 0            
T_BUS3028_L, 0            , 0            
T_BUS3029_L, 0            , 0            
T_BUS3031_L, 0            , 0            
T_BUS3032_L, 0            , 0            
T_BUS3033_L, 0            , 0            
T_BUS3034_L, 0            , 0            
T_BUS3035_L, 0            , 0            
T_BUS3036_L, 0            , 0            
T_BUS3037_L, 0            , 0            
T_BUS3038_L, 0            , 0            
T_BUS3039_L, 0            , 0            
T_BUS3041_L, 0            , 0            
T_BUS3042_L, 0            , 0            
T_BUS3043_L, 0            , 0            
T_BUS3044_L, 0            , 0            
T_BUS3045_L, 0            , 0            
T_BUS3047_L, 0            , 0            
T_BUS3048_L, 0            , 0            
T_BUS3049_L, 0            , 0            
T_BUS3050_L, 0            , 0            
T_BUS3051_L, 0            , 0            
T_BUS3052_L, 0            , 0            
T_BUS3054_L, 0            , 0            
T_BUS3056_L, 0            , 0            
T_BUS3057_L, 0            , 0            
T_BUS3058_L, 0            , 0            
T_BUS3059_L, 0            , 0            
T_BUS3060_L, 0            , 0            
T_BUS3061_L, 0            , 0            
T_BUS3062_L, 0            , 0            
T_BUS3063_L, 0            , 0            
T_BUS3064_L, 0            , 0            
T_BUS3065_L, 0            , 0            
T_BUS3066_L, 0            , 0            
T_BUS3067_L, 0            , 0            
T_BUS3070_L, 0            , 0            
T_BUS3071_L, 0            , 0            
T_BUS3072_L, 0            , 0            
T_BUS3073_L, 0            , 0            
T_BUS3074_L, 0            , 0            
T_BUS3077_L, 0            , 0            
T_BUS3078_L, 0            , 0            
T_BUS3081_L, 0            , 0            
T_BUS3083_L, 0            , 0            
T_BUS3084_L, 0            , 0            
T_BUS3085_L, 0            , 0            
T_BUS3086_L, 0            , 0            
T_BUS3087_L, 0            , 0            
T_BUS3088_L, 0            , 0            
T_BUS3089_L, 0            , 0            
T_BUS3090_L, 0            , 0            
T_BUS3091_L, 0            , 0            
T_BUS3093_L, 0            , 0            
T_BUS3094_L, 0            , 0            
T_BUS3095_L, 0            , 0            
T_BUS3096_L, 0            , 0            
T_BUS3097_L, 0            , 0            
T_BUS3098_L, 0            , 0            
T_BUS3099_L, 0            , 0            
T_BUS3101_L, 0            , 0            
T_BUS3102_L, 0            , 0            
T_BUS3103_L, 0            , 0            
T_BUS3104_L, 0            , 0            
T_BUS3105_L, 0            , 0            
T_BUS3106_L, 0            , 0            
T_BUS3108_L, 0            , 0            
T_BUS3109_L, 0            , 0            
T_BUS3110_L, 0            , 0            
T_BUS3111_L, 0            , 0            
T_BUS3112_L, 0            , 0            
T_BUS3114_L, 0            , 0            
T_BUS3115_L, 0            , 0            
T_BUS3116_L, 0            , 0            
T_BUS3117_L, 0            , 0            
T_BUS3120_L, 0            , 0            
T_BUS3121_L, 0            , 0            
T_BUS3122_L, 0            , 0            
T_BUS3123_L, 0            , 0            
T_BUS3124_L, 0            , 0            
T_BUS3125_L, 0            , 0            
T_BUS3126_L, 0            , 0            
T_BUS3127_L, 0            , 0            
T_BUS3128_L, 0            , 0            
T_BUS3129_L, 0            , 0            
T_BUS3130_L, 0            , 0            
T_BUS3131_L, 0            , 0            
T_BUS3132_L, 0            , 0            
T_BUS3134_L, 0            , 0            
T_BUS3135_L, 0            , 0            
T_BUS3136_L, 0            , 0            
T_BUS3137_L, 0            , 0            
T_BUS3138_L, 0            , 0            
T_BUS3139_L, 0            , 0            
T_BUS3141_L, 0            , 0            
T_BUS3142_L, 0            , 0            
T_BUS3143_L, 0            , 0            
T_BUS3144_L, 0            , 0            
T_BUS3145_L, 0            , 0            
T_BUS3146_L, 0            , 0            
T_BUS3147_L, 0            , 0            
T_BUS3148_L, 0            , 0            
T_BUS3149_L, 0            , 0            
T_BUS3150_L, 0            , 0            
T_BUS3151_L, 0            , 0            
T_BUS3152_L, 0            , 0            
T_BUS3153_L, 0            , 0            
T_BUS3154_L, 0            , 0            
T_BUS3155_L, 0            , 0            
T_BUS3157_L, 0            , 0            
T_BUS3158_L, 0            , 0            
T_BUS3159_L, 0            , 0            
T_BUS3160_L, 0            , 0            
T_BUS3161_L, 0            , 0            
T_BUS3162_L, 0            , 0            
BUS_XFMR, 0            , 0            
