ComponentAff,Start,Finish,Duration_min,Meters Affected
684652,2018-4-27 3:18:51,2018-4-27 4:25:53,67.04617632060487,652_residential
632633,2018-9-21 20:55:6,2018-9-21 21:58:05,62.99959895639671,634a_data_center 634b_radar 634c_atc_tower
671684,2017-5-2 10:54:40,2017-5-2 13:39:46,165.10709891694663,684_command_center 611_runway 652_residential
671680,2019-3-21 22:9:40,2019-3-21 23:10:54,61.24880936402731,
684611,2021-2-7 13:23:2,2021-2-7 13:56:27,33.42948526893141,611_runway
632670,2016-12-15 0:18:2,2016-12-15 3:38:32,200.50871636820253,684_command_center 692_warehouse2 675a_hospital 675b_residential1 675c_residential1 611_runway 652_residential 670a_residential2 670b_residential2 670c_residential2
671680,2017-6-11 13:2:44,2017-6-11 18:19:09,316.4235128402423,
670671,2015-1-21 9:56:21,2015-1-21 11:06:29,70.14994495557136,684_command_center 692_warehouse2 675a_hospital 675b_residential1 675c_residential1 611_runway 652_residential
645646,2017-4-16 20:59:41,2017-4-16 23:05:51,126.18222828411267,646_office
671680,2017-12-16 23:22:22,2017-12-17 1:49:33,147.19657898346793,
645646,2017-10-27 23:42:20,2017-10-28 1:09:42,87.37210804695181,646_office
670671,2020-10-27 20:51:12,2020-10-27 21:51:38,60.43549424621811,684_command_center 692_warehouse2 675a_hospital 675b_residential1 675c_residential1 611_runway 652_residential
645646,2020-3-17 14:29:35,2020-3-17 15:50:11,80.60683615532507,646_office
692675,2016-9-21 2:54:6,2016-9-21 3:05:23,11.287376866627802,675a_hospital 675b_residential1 675c_residential1
684611,2015-12-11 22:12:17,2015-12-11 22:36:27,24.177245025862064,611_runway
632633,2018-11-17 3:40:31,2018-11-17 7:12:47,212.26869288305247,634a_data_center 634b_radar 634c_atc_tower
650632,2016-2-16 17:24:35,2016-2-16 17:37:44,13.15938738321246,684_command_center 634a_data_center 634b_radar 634c_atc_tower 645_hangar 646_office 692_warehouse2 675a_hospital 675b_residential1 675c_residential1 611_runway 652_residential 670a_residential2 670b_residential2 670c_residential2
671684,2016-12-13 16:30:6,2016-12-13 16:40:39,10.553096109366079,684_command_center 611_runway 652_residential
671680,2017-3-21 1:19:25,2017-3-21 3:09:09,109.74758105875114,
671684,2020-7-27 1:34:21,2020-7-27 4:17:29,163.13359924054498,684_command_center 611_runway 652_residential
632645,2017-7-16 11:18:41,2017-7-16 11:21:51,3.175581218439014,645_hangar 646_office
632633,2019-5-4 0:4:32,2019-5-4 0:30:02,25.508711189523975,634a_data_center 634b_radar 634c_atc_tower
684652,2018-3-23 11:53:5,2018-3-23 13:42:13,109.13354965379736,652_residential
692675,2021-8-2 12:21:19,2021-8-2 12:32:24,11.093096808345749,675a_hospital 675b_residential1 675c_residential1
684611,2020-3-20 8:54:29,2020-3-20 9:55:11,60.71049653898485,611_runway
645646,2016-5-6 5:36:52,2016-5-6 6:00:20,23.474160587422165,646_office
632633,2020-8-12 17:30:49,2020-8-12 19:50:45,139.94632143241824,634a_data_center 634b_radar 634c_atc_tower
671680,2020-5-11 18:29:59,2020-5-11 18:45:12,15.23129633028017,
692675,2018-8-6 7:22:52,2018-8-6 10:52:46,209.90249546896663,675a_hospital 675b_residential1 675c_residential1
684652,2015-8-22 8:46:32,2015-8-22 10:11:20,84.80677125817748,652_residential
650632,2019-4-23 10:40:53,2019-4-23 12:25:13,104.33407409605189,684_command_center 634a_data_center 634b_radar 634c_atc_tower 645_hangar 646_office 692_warehouse2 675a_hospital 675b_residential1 675c_residential1 611_runway 652_residential 670a_residential2 670b_residential2 670c_residential2
684611,2021-5-25 12:29:43,2021-5-25 18:14:36,344.8904942307931,611_runway
650632,2021-7-12 18:13:26,2021-7-12 18:42:19,28.8936220674241,684_command_center 634a_data_center 634b_radar 634c_atc_tower 645_hangar 646_office 692_warehouse2 675a_hospital 675b_residential1 675c_residential1 611_runway 652_residential 670a_residential2 670b_residential2 670c_residential2
645646,2017-2-10 8:2:43,2017-2-10 10:28:33,145.83343341786005,646_office
684611,2015-10-18 16:36:6,2015-10-18 18:32:09,116.06633315288892,611_runway
692675,2020-5-19 18:13:45,2020-5-19 19:31:24,77.65577059671308,675a_hospital 675b_residential1 675c_residential1
684652,2017-10-9 13:3:14,2017-10-9 19:37:50,394.6143530927694,652_residential
632670,2020-1-2 1:41:55,2020-1-2 3:11:20,89.4225549522903,684_command_center 692_warehouse2 675a_hospital 675b_residential1 675c_residential1 611_runway 652_residential 670a_residential2 670b_residential2 670c_residential2
632670,2021-8-26 20:47:54,2021-8-26 23:23:07,155.22370211255617,684_command_center 692_warehouse2 675a_hospital 675b_residential1 675c_residential1 611_runway 652_residential 670a_residential2 670b_residential2 670c_residential2
671684,2018-4-4 16:20:10,2018-4-4 18:09:11,109.03232091420901,684_command_center 611_runway 652_residential
684652,2018-5-24 0:35:10,2018-5-24 0:38:43,3.556346053497684,652_residential
632670,2019-5-15 3:42:31,2019-5-15 9:05:43,323.2107690499929,684_command_center 692_warehouse2 675a_hospital 675b_residential1 675c_residential1 611_runway 652_residential 670a_residential2 670b_residential2 670c_residential2
632645,2021-1-28 15:41:5,2021-1-28 17:24:07,103.04507213431502,645_hangar 646_office
645646,2021-10-2 3:59:51,2021-10-2 4:09:59,10.144526476868778,646_office
632670,2016-7-13 3:20:55,2016-7-13 4:46:36,85.69736963875056,684_command_center 692_warehouse2 675a_hospital 675b_residential1 675c_residential1 611_runway 652_residential 670a_residential2 670b_residential2 670c_residential2
692675,2017-2-4 7:30:14,2017-2-4 8:55:48,85.56689223462462,675a_hospital 675b_residential1 675c_residential1
645646,2015-11-8 16:11:44,2015-11-8 17:10:24,58.66786527025478,646_office
692675,2017-10-25 20:2:35,2017-10-25 22:47:23,164.80402840411,675a_hospital 675b_residential1 675c_residential1
684611,2017-3-24 0:57:32,2017-3-24 5:17:58,260.44208195179436,611_runway
670671,2017-2-24 2:23:46,2017-2-24 4:23:44,119.97429575872735,684_command_center 692_warehouse2 675a_hospital 675b_residential1 675c_residential1 611_runway 652_residential
632645,2018-3-21 23:28:52,2018-3-22 4:02:16,273.4108371820477,645_hangar 646_office
632670,2016-4-28 18:25:6,2016-4-28 20:26:34,121.47887596392411,684_command_center 692_warehouse2 675a_hospital 675b_residential1 675c_residential1 611_runway 652_residential 670a_residential2 670b_residential2 670c_residential2
650632,2015-12-19 1:17:17,2015-12-19 5:11:16,233.98530967687722,684_command_center 634a_data_center 634b_radar 634c_atc_tower 645_hangar 646_office 692_warehouse2 675a_hospital 675b_residential1 675c_residential1 611_runway 652_residential 670a_residential2 670b_residential2 670c_residential2
670671,2017-2-13 9:12:13,2017-2-13 13:06:18,234.08396792041773,684_command_center 692_warehouse2 675a_hospital 675b_residential1 675c_residential1 611_runway 652_residential
632633,2019-7-11 0:32:8,2019-7-11 1:42:39,70.5240075741117,634a_data_center 634b_radar 634c_atc_tower
650632,2017-3-28 2:8:13,2017-3-28 3:01:39,53.43565967357331,684_command_center 634a_data_center 634b_radar 634c_atc_tower 645_hangar 646_office 692_warehouse2 675a_hospital 675b_residential1 675c_residential1 611_runway 652_residential 670a_residential2 670b_residential2 670c_residential2
632670,2016-1-10 19:1:29,2016-1-10 19:57:00,55.51741922026626,684_command_center 692_warehouse2 675a_hospital 675b_residential1 675c_residential1 611_runway 652_residential 670a_residential2 670b_residential2 670c_residential2
684611,2018-2-13 16:55:56,2018-2-13 17:06:02,10.111798155362193,611_runway
671680,2017-10-2 19:22:21,2017-10-2 20:24:40,62.31994258600891,
632633,2017-5-28 3:4:15,2017-5-28 3:09:57,5.700988831250717,634a_data_center 634b_radar 634c_atc_tower
632670,2019-5-4 14:33:19,2019-5-4 18:41:21,248.04517868824468,684_command_center 692_warehouse2 675a_hospital 675b_residential1 675c_residential1 611_runway 652_residential 670a_residential2 670b_residential2 670c_residential2
632670,2021-7-27 3:26:56,2021-7-27 3:33:06,6.182815523815844,684_command_center 692_warehouse2 675a_hospital 675b_residential1 675c_residential1 611_runway 652_residential 670a_residential2 670b_residential2 670c_residential2
632633,2015-3-4 19:23:18,2015-3-5 0:12:26,289.1456202787906,634a_data_center 634b_radar 634c_atc_tower
632633,2016-3-7 9:46:22,2016-3-7 12:14:47,148.43245938071738,634a_data_center 634b_radar 634c_atc_tower
670671,2020-12-6 8:44:16,2020-12-6 9:50:20,66.08292953687867,684_command_center 692_warehouse2 675a_hospital 675b_residential1 675c_residential1 611_runway 652_residential
671692,2015-8-19 2:1:34,2015-8-19 4:59:57,178.396740986855,692_warehouse2 675a_hospital 675b_residential1 675c_residential1
671680,2015-10-20 13:28:1,2015-10-20 15:33:12,125.19861162363217,
650632,2015-7-8 13:56:42,2015-7-8 14:26:15,29.556246693590705,684_command_center 634a_data_center 634b_radar 634c_atc_tower 645_hangar 646_office 692_warehouse2 675a_hospital 675b_residential1 675c_residential1 611_runway 652_residential 670a_residential2 670b_residential2 670c_residential2
671680,2021-12-7 2:2:49,2021-12-7 3:10:29,67.67095489514489,
692675,2015-12-20 9:10:14,2015-12-20 9:40:38,30.41649332491552,675a_hospital 675b_residential1 675c_residential1
